{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 10920, u'total': 12924, u'show': 1617}
{u'qreply': 1947, u'total': 2021, u'show': 64}
{u'qreply': 447, u'total': 539, u'show': 77}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 2447, u'total': 2587, u'show': 36}
{u'qreply': 975, u'total': 1120, u'show': 0}
{u'qreply': 29814, u'total': 33584, u'show': 224}
{u'qreply': 8664, u'total': 11077, u'show': 309}
{u'qreply': 28715, u'total': 30758, u'show': 576}
{u'qreply': 201, u'total': 289, u'show': 17}
{u'qreply': 62, u'total': 101, u'show': 11}
{u'qreply': 88, u'total': 99, u'show': 4}
{u'qreply': 914, u'total': 1035, u'show': 18}
{u'qreply': 16287, u'total': 17393, u'show': 131}
{u'qreply': 3528, u'total': 4774, u'show': 1119}
{u'qreply': 399, u'total': 464, u'show': 49}
{u'qreply': 208, u'total': 241, u'show': 31}
{u'qreply': 1510, u'total': 1648, u'show': 99}
{u'qreply': 31866, u'total': 35532, u'show': 0}
{u'qreply': 18, u'total': 26, u'show': 3}
{u'qreply': 3315, u'total': 4757, u'show': 389}
{u'qreply': 5713, u'total': 6060, u'show': 47}
{u'qreply': 0, u'total': 8, u'show': 1}
{u'qreply': 381, u'total': 484, u'show': 81}
{u'qreply': 4778, u'total': 4982, u'show': 63}
{u'qreply': 39, u'total': 55, u'show': 3}
{u'qreply': 341, u'total': 547, u'show': 65}
{u'qreply': 54, u'total': 65, u'show': 9}
{u'qreply': 1147, u'total': 1315, u'show': 34}
{u'qreply': 132, u'total': 182, u'show': 16}
{u'qreply': 4, u'total': 8, u'show': 2}
{u'qreply': 2090, u'total': 2330, u'show': 38}
{u'qreply': 2, u'total': 4, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 0}
{u'qreply': 88, u'total': 271, u'show': 13}
{u'qreply': 31, u'total': 57, u'show': 20}
{u'qreply': 117, u'total': 138, u'show': 11}
{u'qreply': 10, u'total': 16, u'show': 3}
{u'qreply': 284, u'total': 432, u'show': 46}
{u'qreply': 185, u'total': 264, u'show': 27}
{u'qreply': 36776, u'total': 39146, u'show': 564}
{u'qreply': 20378, u'total': 22807, u'show': 2007}
{u'qreply': 457, u'total': 582, u'show': 32}
{u'qreply': 106290, u'total': 114181, u'show': 5842}
{u'qreply': 374, u'total': 436, u'show': 16}
{u'qreply': 49647, u'total': 53871, u'show': 417}
{u'qreply': 24331, u'total': 26251, u'show': 532}
{u'qreply': 0, u'total': 2, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 42, u'total': 74, u'show': 20}
{u'qreply': 24, u'total': 38, u'show': 10}
{u'qreply': 2, u'total': 7, u'show': 3}
{u'qreply': 23, u'total': 27, u'show': 3}
{u'qreply': 6, u'total': 14, u'show': 5}
{u'qreply': 21, u'total': 53, u'show': 29}
{u'qreply': 102, u'total': 216, u'show': 41}
{u'qreply': 0, u'total': 4, u'show': 2}
{u'qreply': 6123, u'total': 6507, u'show': 58}
{u'qreply': 408, u'total': 456, u'show': 26}
{u'qreply': 408, u'total': 456, u'show': 26}
{u'qreply': 77, u'total': 317, u'show': 86}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 967, u'total': 1656, u'show': 638}
{u'qreply': 126, u'total': 143, u'show': 11}
{u'qreply': 67, u'total': 112, u'show': 39}
{u'qreply': 16628, u'total': 17608, u'show': 811}
{u'qreply': 10, u'total': 15, u'show': 3}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 7, u'total': 8, u'show': 1}
{u'qreply': 212, u'total': 249, u'show': 7}
{u'qreply': 4723, u'total': 5044, u'show': 220}
{u'qreply': 29, u'total': 34, u'show': 5}
{u'qreply': 34045, u'total': 37710, u'show': 509}
{u'qreply': 27, u'total': 33, u'show': 6}
{u'qreply': 3, u'total': 82, u'show': 2}
{u'qreply': 6993, u'total': 7703, u'show': 570}
{u'qreply': 2853, u'total': 3264, u'show': 358}
{u'qreply': 1046, u'total': 1269, u'show': 51}
{u'qreply': 82, u'total': 140, u'show': 3}
{u'qreply': 8358, u'total': 9104, u'show': 192}
{u'qreply': 2831, u'total': 3386, u'show': 223}
{u'qreply': 1846, u'total': 2125, u'show': 50}
{u'qreply': 522, u'total': 631, u'show': 87}
{u'qreply': 127, u'total': 214, u'show': 14}
{u'qreply': 0, u'total': 5, u'show': 0}
{u'qreply': 13499, u'total': 14958, u'show': 84}
{u'qreply': 0, u'total': 18, u'show': 0}
{u'qreply': 14170, u'total': 15873, u'show': 149}
{u'qreply': 5425, u'total': 6276, u'show': 746}
{u'qreply': 227, u'total': 273, u'show': 24}
{u'qreply': 11529, u'total': 13670, u'show': 226}
{u'qreply': 0, u'total': 18, u'show': 1}
{u'qreply': 48196, u'total': 50994, u'show': 2029}
{u'qreply': 1023, u'total': 1092, u'show': 53}
{u'qreply': 968, u'total': 1103, u'show': 115}
{u'qreply': 2922, u'total': 4323, u'show': 1309}
{u'qreply': 12, u'total': 23, u'show': 4}
{u'qreply': 25, u'total': 65, u'show': 20}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 103, u'total': 137, u'show': 21}
{u'qreply': 36, u'total': 3896, u'show': 3700}
{u'qreply': 24, u'total': 36, u'show': 9}
{u'qreply': 19821, u'total': 21874, u'show': 1765}
{u'qreply': 11344, u'total': 13718, u'show': 276}
{u'qreply': 20908, u'total': 22942, u'show': 1730}
{u'qreply': 121, u'total': 151, u'show': 21}
{u'qreply': 34045, u'total': 37710, u'show': 509}
{u'qreply': 190, u'total': 9924, u'show': 2}
{u'qreply': 6, u'total': 14, u'show': 7}
{u'qreply': 15952, u'total': 19997, u'show': 413}
{u'qreply': 4514, u'total': 5374, u'show': 44}
{u'qreply': 8666, u'total': 9805, u'show': 374}
{u'qreply': 43974, u'total': 47227, u'show': 317}
{u'qreply': 1697, u'total': 1868, u'show': 107}
{u'qreply': 528, u'total': 702, u'show': 25}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 1, u'total': 32, u'show': 30}
{u'qreply': 0, u'total': 0, u'show': 0}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 26, u'total': 84, u'show': 17}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 19, u'total': 69, u'show': 43}
{u'qreply': 978, u'total': 1096, u'show': 18}
{u'qreply': 1774, u'total': 2180, u'show': 39}
{u'qreply': 25478, u'total': 27078, u'show': 129}
{u'qreply': 114, u'total': 263, u'show': 9}
{u'qreply': 63, u'total': 130, u'show': 60}
{u'qreply': 26, u'total': 98, u'show': 66}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 26064, u'total': 31254, u'show': 4566}
{u'qreply': 4449, u'total': 4692, u'show': 218}
{u'qreply': 12870, u'total': 13178, u'show': 253}
{u'qreply': 4301, u'total': 4530, u'show': 187}
{u'qreply': 9549, u'total': 10454, u'show': 742}
{u'qreply': 12, u'total': 24, u'show': 10}
{u'qreply': 4268, u'total': 4487, u'show': 205}
{u'qreply': 424, u'total': 454, u'show': 22}
{u'qreply': 3213, u'total': 3446, u'show': 191}
{u'qreply': 18747, u'total': 19687, u'show': 781}
{u'qreply': 277, u'total': 321, u'show': 40}
{u'qreply': 4118, u'total': 4413, u'show': 254}
{u'qreply': 4, u'total': 10, u'show': 5}
{u'qreply': 21, u'total': 33, u'show': 9}
{u'qreply': 71, u'total': 88, u'show': 12}
{u'qreply': 23, u'total': 31, u'show': 5}
{u'qreply': 96, u'total': 116, u'show': 18}
{u'qreply': 13, u'total': 23, u'show': 6}
{u'qreply': 7, u'total': 21, u'show': 9}
{u'qreply': 14, u'total': 24, u'show': 8}
{u'qreply': 23, u'total': 38, u'show': 12}
{u'qreply': 2, u'total': 7, u'show': 2}
{u'qreply': 100, u'total': 119, u'show': 14}
{u'qreply': 45, u'total': 58, u'show': 9}
{u'qreply': 209, u'total': 239, u'show': 24}
{u'qreply': 7571, u'total': 8292, u'show': 595}
{u'qreply': 1174, u'total': 1385, u'show': 180}
{u'qreply': 19, u'total': 31, u'show': 6}
{u'qreply': 53, u'total': 67, u'show': 10}
{u'qreply': 156, u'total': 171, u'show': 11}
{u'qreply': 2, u'total': 10, u'show': 3}
{u'qreply': 219, u'total': 251, u'show': 26}
{u'qreply': 358, u'total': 384, u'show': 11}
{u'qreply': 108, u'total': 218, u'show': 0}
{u'qreply': 276, u'total': 342, u'show': 61}
{u'qreply': 12, u'total': 19, u'show': 5}
{u'qreply': 11, u'total': 19, u'show': 6}
{u'qreply': 726, u'total': 879, u'show': 138}
{u'qreply': 80, u'total': 103, u'show': 16}
{u'qreply': 7024, u'total': 7437, u'show': 386}
{u'qreply': 22, u'total': 34, u'show': 9}
{u'qreply': 150, u'total': 188, u'show': 36}
{u'qreply': 1023, u'total': 1140, u'show': 102}
{u'qreply': 76, u'total': 101, u'show': 19}
{u'qreply': 31, u'total': 37, u'show': 5}
{u'qreply': 56, u'total': 62, u'show': 6}
{u'qreply': 73, u'total': 84, u'show': 9}
{u'qreply': 49, u'total': 58, u'show': 9}
{u'qreply': 160, u'total': 184, u'show': 20}
{u'qreply': 4853, u'total': 5683, u'show': 706}
{u'qreply': 14, u'total': 37, u'show': 18}
{u'qreply': 563, u'total': 695, u'show': 122}
{u'qreply': 7, u'total': 11, u'show': 3}
{u'qreply': 316, u'total': 361, u'show': 43}
{u'qreply': 95, u'total': 102, u'show': 7}
{u'qreply': 55, u'total': 74, u'show': 15}
{u'qreply': 2841, u'total': 3254, u'show': 376}
{u'qreply': 6076, u'total': 6579, u'show': 442}
{u'qreply': 17, u'total': 26, u'show': 9}
{u'qreply': 30, u'total': 42, u'show': 11}
{u'qreply': 112, u'total': 135, u'show': 21}
{u'qreply': 165, u'total': 175, u'show': 9}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 233, u'total': 282, u'show': 43}
{u'qreply': 2, u'total': 8, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 9, u'total': 12, u'show': 3}
{u'qreply': 67, u'total': 86, u'show': 13}
{u'qreply': 1604, u'total': 1983, u'show': 57}
{u'qreply': 1527, u'total': 1716, u'show': 138}
{u'qreply': 335, u'total': 379, u'show': 11}
{u'qreply': 18, u'total': 29, u'show': 8}
{u'qreply': 213, u'total': 255, u'show': 32}
{u'qreply': 161, u'total': 204, u'show': 32}
{u'qreply': 1255, u'total': 1347, u'show': 69}
{u'qreply': 5029, u'total': 5933, u'show': 0}
{u'qreply': 147, u'total': 166, u'show': 14}
{u'qreply': 2861, u'total': 3208, u'show': 259}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 85, u'total': 100, u'show': 15}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 7, u'total': 10, u'show': 3}
{u'qreply': 1, u'total': 5, u'show': 2}
{u'qreply': 131, u'total': 168, u'show': 32}
{u'qreply': 9, u'total': 16, u'show': 5}
{u'qreply': 21, u'total': 36, u'show': 12}
{u'qreply': 0, u'total': 2, u'show': 0}
{u'qreply': 56, u'total': 65, u'show': 2}
{u'qreply': 0, u'total': 3, u'show': 0}
{u'qreply': 19, u'total': 28, u'show': 1}
{u'qreply': 32, u'total': 41, u'show': 7}
{u'qreply': 9, u'total': 14, u'show': 3}
{u'qreply': 895, u'total': 1604, u'show': 669}
{u'qreply': 2961, u'total': 3120, u'show': 125}
{u'qreply': 119, u'total': 144, u'show': 20}
{u'qreply': 33, u'total': 38, u'show': 3}
{u'qreply': 8821, u'total': 9691, u'show': 693}
{u'qreply': 47, u'total': 57, u'show': 7}
{u'qreply': 134, u'total': 256, u'show': 117}
{u'qreply': 1143, u'total': 1186, u'show': 39}
{u'qreply': 22, u'total': 28, u'show': 5}
{u'qreply': 11, u'total': 24, u'show': 2}
{u'qreply': 27, u'total': 33, u'show': 5}
{u'qreply': 595, u'total': 656, u'show': 56}
{u'qreply': 47, u'total': 69, u'show': 21}
{u'qreply': 18539, u'total': 20342, u'show': 1348}
{u'qreply': 452, u'total': 491, u'show': 35}
{u'qreply': 1313, u'total': 1391, u'show': 65}
{u'qreply': 239, u'total': 263, u'show': 14}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 225, u'total': 276, u'show': 41}
{u'qreply': 20, u'total': 31, u'show': 11}
{u'qreply': 2, u'total': 6, u'show': 4}
{u'qreply': 22, u'total': 70, u'show': 45}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 33, u'total': 43, u'show': 10}
{u'qreply': 1, u'total': 13, u'show': 9}
{u'qreply': 1, u'total': 4, u'show': 3}
{u'qreply': 61, u'total': 71, u'show': 9}
{u'qreply': 62, u'total': 223, u'show': 129}
{u'qreply': 0, u'total': 7, u'show': 7}
{u'qreply': 0, u'total': 3, u'show': 2}
{u'qreply': 3, u'total': 8, u'show': 2}
{u'qreply': 211, u'total': 258, u'show': 32}
{u'qreply': 114, u'total': 124, u'show': 9}
{u'qreply': 6, u'total': 11, u'show': 4}
{u'qreply': 0, u'total': 2, u'show': 0}
{u'qreply': 191, u'total': 255, u'show': 56}
{u'qreply': 2567, u'total': 2789, u'show': 176}
{u'qreply': 105, u'total': 129, u'show': 23}
{u'qreply': 3, u'total': 8, u'show': 1}
{u'qreply': 522, u'total': 741, u'show': 188}
{u'qreply': 2607, u'total': 2865, u'show': 221}
{u'qreply': 7, u'total': 16, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 7, u'total': 19, u'show': 8}
{u'qreply': 310, u'total': 333, u'show': 14}
{u'qreply': 13, u'total': 19, u'show': 6}
{u'qreply': 43, u'total': 86, u'show': 13}
{u'qreply': 265, u'total': 399, u'show': 110}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 6, u'total': 7, u'show': 1}
{u'qreply': 13, u'total': 18, u'show': 5}
{u'qreply': 228, u'total': 273, u'show': 44}
{u'qreply': 656, u'total': 834, u'show': 140}
{u'qreply': 0, u'total': 0, u'show': 0}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 79, u'total': 112, u'show': 26}
{u'qreply': 2855, u'total': 3228, u'show': 267}
{u'qreply': 14534, u'total': 16463, u'show': 1530}
{u'qreply': 4050, u'total': 4673, u'show': 548}
{u'qreply': 56, u'total': 68, u'show': 10}
{u'qreply': 24, u'total': 29, u'show': 3}
{u'qreply': 3142, u'total': 3543, u'show': 317}
{u'qreply': 256, u'total': 314, u'show': 52}
{u'qreply': 7, u'total': 12, u'show': 5}
{u'qreply': 180, u'total': 227, u'show': 40}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 806, u'total': 947, u'show': 121}
{u'qreply': 66, u'total': 80, u'show': 12}
{u'qreply': 1844, u'total': 2018, u'show': 143}
{u'qreply': 1506, u'total': 1872, u'show': 343}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 512, u'total': 554, u'show': 32}
{u'qreply': 195, u'total': 243, u'show': 47}
{u'qreply': 13, u'total': 23, u'show': 10}
{u'qreply': 77, u'total': 91, u'show': 12}
{u'qreply': 37, u'total': 48, u'show': 8}
{u'qreply': 83, u'total': 99, u'show': 16}
{u'qreply': 80, u'total': 106, u'show': 25}
{u'qreply': 506, u'total': 554, u'show': 47}
{u'qreply': 221, u'total': 265, u'show': 34}
{u'qreply': 215, u'total': 239, u'show': 24}
{u'qreply': 125, u'total': 193, u'show': 62}
{u'qreply': 879, u'total': 963, u'show': 72}
{u'qreply': 51, u'total': 69, u'show': 14}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 2213, u'total': 2992, u'show': 499}
{u'qreply': 15, u'total': 88, u'show': 72}
{u'qreply': 44, u'total': 73, u'show': 29}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 16, u'total': 37, u'show': 20}
{u'qreply': 56, u'total': 126, u'show': 69}
{u'qreply': 419, u'total': 549, u'show': 100}
{u'qreply': 29, u'total': 37, u'show': 8}
{u'qreply': 2612, u'total': 2962, u'show': 297}
{u'qreply': 269, u'total': 417, u'show': 116}
{u'qreply': 6821, u'total': 7777, u'show': 836}
{u'qreply': 548, u'total': 1061, u'show': 475}
{u'qreply': 2134, u'total': 2437, u'show': 251}
{u'qreply': 3843, u'total': 4159, u'show': 244}
{u'qreply': 6033, u'total': 7497, u'show': 1311}
{u'qreply': 2855, u'total': 3276, u'show': 358}
{u'qreply': 2406, u'total': 3078, u'show': 618}
{u'qreply': 2901, u'total': 3243, u'show': 294}
{u'qreply': 2176, u'total': 2582, u'show': 354}
{u'qreply': 4650, u'total': 5127, u'show': 407}
{u'qreply': 252, u'total': 294, u'show': 11}
{u'qreply': 7127, u'total': 7514, u'show': 322}
{u'qreply': 333, u'total': 421, u'show': 54}
{u'qreply': 930, u'total': 1049, u'show': 102}
{u'qreply': 462, u'total': 754, u'show': 252}
{u'qreply': 2465, u'total': 2748, u'show': 239}
{u'qreply': 4227, u'total': 5008, u'show': 688}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 2794, u'total': 3207, u'show': 358}
{u'qreply': 121, u'total': 170, u'show': 31}
{u'qreply': 364, u'total': 488, u'show': 101}
{u'qreply': 537, u'total': 686, u'show': 114}
{u'qreply': 139, u'total': 172, u'show': 14}
{u'qreply': 1106, u'total': 1266, u'show': 115}
{u'qreply': 66, u'total': 176, u'show': 32}
{u'qreply': 248, u'total': 321, u'show': 49}
{u'qreply': 366, u'total': 455, u'show': 70}
{u'qreply': 82, u'total': 119, u'show': 35}
{u'qreply': 3276, u'total': 4869, u'show': 212}
{u'qreply': 3043, u'total': 3957, u'show': 805}
{u'qreply': 1925, u'total': 2187, u'show': 217}
{u'qreply': 313, u'total': 400, u'show': 41}
{u'qreply': 126, u'total': 256, u'show': 98}
{u'qreply': 461, u'total': 555, u'show': 73}
{u'qreply': 3499, u'total': 4093, u'show': 452}
{u'qreply': 1943, u'total': 2205, u'show': 219}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 12163, u'total': 13372, u'show': 1043}
{u'qreply': 2204, u'total': 2371, u'show': 128}
{u'qreply': 759, u'total': 908, u'show': 120}
{u'qreply': 719, u'total': 896, u'show': 144}
{u'qreply': 51, u'total': 90, u'show': 26}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 124, u'total': 151, u'show': 26}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 494, u'total': 566, u'show': 69}
{u'qreply': 346, u'total': 404, u'show': 57}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 550, u'total': 700, u'show': 130}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 11, u'total': 20, u'show': 9}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 14, u'total': 30, u'show': 15}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 4, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 3, u'total': 20, u'show': 17}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 2, u'total': 5, u'show': 3}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 4527, u'total': 5064, u'show': 386}
{u'qreply': 5798, u'total': 7112, u'show': 809}
{u'qreply': 68, u'total': 84, u'show': 14}
{u'qreply': 4459, u'total': 5805, u'show': 500}
{u'qreply': 14737, u'total': 16639, u'show': 1446}
{u'qreply': 18233, u'total': 21190, u'show': 2316}
{u'qreply': 32779, u'total': 36352, u'show': 2933}
{u'qreply': 14011, u'total': 15393, u'show': 1024}
{u'qreply': 17812, u'total': 20672, u'show': 2228}
{u'qreply': 8144, u'total': 9029, u'show': 761}
{u'qreply': 21125, u'total': 23987, u'show': 2223}
{u'qreply': 2224, u'total': 2716, u'show': 459}
{u'qreply': 8495, u'total': 9987, u'show': 1183}
{u'qreply': 1667, u'total': 1882, u'show': 167}
{u'qreply': 3584, u'total': 4142, u'show': 477}
{u'qreply': 15792, u'total': 18062, u'show': 2058}
{u'qreply': 22, u'total': 29, u'show': 7}
{u'qreply': 5997, u'total': 6731, u'show': 598}
{u'qreply': 2550, u'total': 2844, u'show': 268}
{u'qreply': 1897, u'total': 2575, u'show': 621}
{u'qreply': 806, u'total': 1032, u'show': 191}
{u'qreply': 294, u'total': 355, u'show': 47}
{u'qreply': 11978, u'total': 12955, u'show': 759}
{u'qreply': 3320, u'total': 3541, u'show': 190}
{u'qreply': 8414, u'total': 9291, u'show': 711}
{u'qreply': 5629, u'total': 6352, u'show': 531}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 20, u'total': 24, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 960, u'total': 1058, u'show': 76}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 0}
{u'qreply': 49, u'total': 63, u'show': 9}
{u'qreply': 0, u'total': 2, u'show': 0}
{u'qreply': 217, u'total': 292, u'show': 62}
{u'qreply': 4, u'total': 11, u'show': 6}
{u'qreply': 6, u'total': 11, u'show': 3}
{u'qreply': 20, u'total': 34, u'show': 8}
{u'qreply': 165, u'total': 195, u'show': 26}
{u'qreply': 34, u'total': 40, u'show': 5}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 2, u'total': 5, u'show': 3}
{u'qreply': 5, u'total': 7, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 3, u'show': 3}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 11, u'total': 14, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 33, u'total': 60, u'show': 23}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 1, u'total': 3, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 32, u'total': 49, u'show': 11}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 59, u'total': 78, u'show': 14}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
